Country Name,Country Code,Time,Time Code,"Population ages 15-64, total [SP.POP.1564.TO]",GDP (constant 2015 US$) [NY.GDP.MKTP.KD],"Population, total [SP.POP.TOTL]",Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],"Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Lifetime risk of maternal death (%) [SH.MMR.RISK.ZS],Lifetime risk of maternal death (1 in: rate varies by country) [SH.MMR.RISK],Urban population growth (annual %) [SP.URB.GROW],Urban population living in areas where elevation is below 5 meters (% of total population) [EN.POP.EL5M.UR.ZS],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],"CO2 emissions from electricity and heat production, total (% of total fuel combustion) [EN.CO2.ETOT.ZS]","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative) [SE.TER.CUAT.BA.MA.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Primary education, pupils [SE.PRM.ENRL]","Primary education, teachers [SE.PRM.TCHR]","Primary education, duration (years) [SE.PRM.DURS]"
"Bahamas, The",BHS,2021,YR2021,292916,10773618213,407906,340051,83.365,75.096,68.121,71.598,null,null,0.496450111,null,99.55,null,null,3.573005915,29381,1722,6
"Bahamas, The",BHS,2022,YR2022,295378,12321675107,409984,342304,83.492,null,null,null,null,null,0.660362476,null,null,null,null,2.94846344,null,null,6
Bahrain,BHR,1960,YR1960,87737,null,160691,132281,82.32,51.4,49.557,50.33,null,null,null,null,null,null,null,null,null,null,null
Bahrain,BHR,1961,YR1961,90748,null,166970,137478,82.337,53.059,51.422,52.112,null,null,3.85354565,null,15.33,null,null,null,null,null,null
Bahrain,BHR,1962,YR1962,93782,null,173359,142770,82.355,54.584,53.047,53.697,null,null,3.77710395,null,15.36,null,null,null,null,null,null
Bahrain,BHR,1963,YR1963,96848,null,179891,148180,82.372,56.191,54.617,55.285,null,null,3.719280719,null,15.5,null,null,null,null,null,null
Bahrain,BHR,1964,YR1964,100001,null,186587,153727,82.389,57.835,55.998,56.778,null,null,3.675055101,null,15.46,null,null,null,null,null,null
Bahrain,BHR,1965,YR1965,102704,null,193012,159235,82.5,59.251,57.466,58.228,null,null,3.520279649,null,15.96,null,null,null,null,null,null
Bahrain,BHR,1966,YR1966,104941,null,199019,164710,82.761,60.733,58.851,59.656,null,null,3.38052533,null,15.66,null,null,null,null,null,null
Bahrain,BHR,1967,YR1967,107392,null,204916,170119,83.019,62.101,60.172,61.002,null,null,3.231184037,null,15.91,null,null,null,null,null,null
Bahrain,BHR,1968,YR1968,110186,null,210801,175545,83.275,63.471,61.423,62.31,null,null,3.139722813,null,15.6,null,null,null,null,null,null
Bahrain,BHR,1969,YR1969,113295,null,216696,180998,83.526,64.454,62.709,63.475,null,null,3.059056119,null,16.11,null,null,null,null,null,null
Bahrain,BHR,1970,YR1970,116653,null,222555,186445,83.775,65.616,63.556,64.45,null,null,2.965030794,null,16.47,null,null,null,null,null,6
Bahrain,BHR,1971,YR1971,122251,null,230992,194082,84.021,66.851,64.658,65.607,null,null,4.014446075,null,16.15,77.50865052,null,null,38711,null,6
Bahrain,BHR,1972,YR1972,131079,null,243143,204884,84.265,67.645,65.414,66.373,null,null,5.416321515,null,16.72,75.75757576,null,null,39609,null,6
Bahrain,BHR,1973,YR1973,141399,null,256632,216864,84.504,68.461,66.229,67.183,null,null,5.682646363,null,17.3,61.12412178,null,null,40530,1900,6
Bahrain,BHR,1974,YR1974,152443,null,270627,229332,84.741,69.109,66.935,67.864,null,null,5.590030634,null,18.46,52.87128713,null,null,41631,1723,6
Bahrain,BHR,1975,YR1975,164065,null,285116,242277,84.975,69.799,67.484,68.466,null,null,5.491096437,null,26.22,51.24282983,null,null,43965,1916,6
Bahrain,BHR,1976,YR1976,176064,null,300044,255655,85.206,70.457,68.132,69.118,null,null,5.374717966,null,33.66,52.46478873,null,null,44857,2044,6
Bahrain,BHR,1977,YR1977,188259,null,315337,269405,85.434,70.777,68.718,69.604,null,null,5.238694424,null,41.33,55.3968254,null,null,45694,2010,6
Bahrain,BHR,1978,YR1978,200540,null,330912,283456,85.659,71.339,68.972,69.978,null,null,5.084108473,null,42.31,56.43712575,null,null,46326,2235,6
Bahrain,BHR,1979,YR1979,212842,null,346697,297750,85.882,71.637,69.554,70.456,null,null,4.919729993,null,43.87,58.82352941,null,null,47825,2345,6
Bahrain,BHR,1980,YR1980,225106,7719989594,362595,312198,86.101,72.173,69.821,70.826,null,null,4.738339368,null,46.56,62.01657459,null,null,48672,2479,6
Bahrain,BHR,1981,YR1981,236264,7309541112,377430,325786,86.317,72.362,70.269,71.183,null,null,4.260312219,null,23.52,60.05154639,null,null,48451,2577,6
Bahrain,BHR,1982,YR1982,246217,6757216272,391017,338351,86.531,72.808,70.465,71.47,null,null,3.78430941,null,23.83,57.12530713,null,null,49298,2543,6
Bahrain,BHR,1983,YR1983,256230,7188081842,404772,351107,86.742,72.976,70.684,71.668,null,null,3.700720212,null,22.72,58.5106383,null,null,50217,2736,6
Bahrain,BHR,1984,YR1984,266610,7547748015,419217,364509,86.95,73.115,71.154,72.012,null,null,3.746022219,null,25.22,89.14549654,null,null,53575,2910,6
Bahrain,BHR,1985,YR1985,277302,7188605896,434375,378580,87.155,73.178,71.269,72.106,null,null,3.787616868,null,28.71,89.34065934,null,null,55496,2892,6
Bahrain,BHR,1986,YR1986,288230,7273646666,450196,393278,87.357,73.283,71.469,72.269,null,null,3.808932975,null,26.26,90.37871034,null,null,57330,2856,6
Bahrain,BHR,1987,YR1987,299236,8030033862,466565,408510,87.557,73.333,71.6,72.369,null,null,3.799965288,null,34.2,89.91683992,null,null,58488,2906,6
Bahrain,BHR,1988,YR1988,310135,8592135562,483337,424148,87.754,73.34,71.715,72.444,null,null,3.756605713,null,27.93,89.92094862,null,null,60605,2887,6
Bahrain,BHR,1989,YR1989,320827,8623411549,500349,440052,87.949,73.671,71.787,72.619,null,null,3.681045082,null,29.16,89.5711501,null,null,63179,2882,6
Bahrain,BHR,1990,YR1990,331351,9006118310,517418,456052,88.14,73.701,71.84,72.668,null,null,3.571393635,30.81460637,21.85,89.04494382,null,null,64000,3059,6
Bahrain,BHR,1991,YR1991,342500,10017505286,535415,472927,88.329,73.599,72.05,72.764,null,null,3.633420444,null,22.35,88.52140078,null,null,66597,3092,6
Bahrain,BHR,1992,YR1992,355032,10687676226,554470,490140,88.398,73.995,72.112,72.953,null,null,3.575002204,null,25.87,89.32676519,null,null,66694,3085,6
Bahrain,BHR,1993,YR1993,368847,12063180869,573755,507171,88.395,74.352,72.578,73.375,null,null,3.415716025,null,28.5,89.66846569,null,null,68898,3312,6
Bahrain,BHR,1994,YR1994,383670,12033022738,593254,524389,88.392,74.702,72.596,73.517,null,null,3.338555048,null,26.02,89.60843373,null,null,70513,3386,6
Bahrain,BHR,1995,YR1995,399308,12505919514,612934,541760,88.388,75.111,72.802,73.799,null,null,3.258932363,null,28.73,89.2936803,null,null,72329,3536,6
Bahrain,BHR,1996,YR1996,415752,13019913571,632756,559261,88.385,75.963,73.182,74.355,null,null,3.179317043,null,29.54,89.35415188,null,null,72526,null,6
Bahrain,BHR,1997,YR1997,432988,13422619470,652643,576819,88.382,76.367,73.233,74.535,null,null,3.091225641,null,35.84,88.56345886,null,null,72876,null,6
Bahrain,BHR,1998,YR1998,450671,14065563317,672484,594335,88.379,76.636,73.245,74.641,null,null,2.991460766,null,37.69,88.32684825,null,null,74058,null,6
Bahrain,BHR,1999,YR1999,468325,14670382393,692133,611679,88.376,76.716,73.735,74.98,null,null,2.876450165,null,36.24,88.95386615,null,null,76302,null,6
Bahrain,BHR,2000,YR2000,485650,15447922938,711442,628716,88.372,77.48,74.099,75.496,0.075797491,1300,2.74720093,32.02556659,39.42,88.69949495,null,null,77720,null,6
Bahrain,BHR,2001,YR2001,502617,15832722682,730257,645321,88.369,77.669,74.634,75.908,0.063106475,1600,2.606822301,null,34.82,88.31804281,null,null,79407,null,6
Bahrain,BHR,2002,YR2002,519452,16362889423,748324,661316,88.373,77.908,74.772,76.088,0.078847193,1300,2.448392174,null,33.26,87.6672484,null,null,81057,null,6
Bahrain,BHR,2003,YR2003,547197,17393169261,778256,687846,88.383,77.97,75.126,76.337,0.07826935,1300,3.933318651,null,31.73,87.31843575,null,null,81887,null,6
Bahrain,BHR,2004,YR2004,597277,18607379554,833451,736762,88.399,78.253,75.308,76.56,0.060378997,1700,6.869993357,null,29.28,85.99550056,null,null,82708,null,6
Bahrain,BHR,2005,YR2005,659164,19866912679,901921,797497,88.422,78.723,75.617,76.931,0.058768606,1700,7.921316366,null,29.57,85.89494163,null,null,83299,null,6
Bahrain,BHR,2006,YR2006,721560,21151705947,970981,858852,88.452,78.941,75.842,77.156,0.058197409,1700,7.411854088,null,34.93,86.57718121,null,2.874409914,89721,null,6
Bahrain,BHR,2007,YR2007,784181,22906020072,1040532,920746,88.488,79.469,76.281,77.634,0.042841706,2300,6.958759726,null,35.44,85.78302712,null,2.575000048,null,null,6
Bahrain,BHR,2008,YR2008,847025,24336503493,1110343,982987,88.53,79.719,76.838,78.084,0.044419426,2300,6.541168421,null,35.31,85.53433564,null,2.496779919,null,null,6
Bahrain,BHR,2009,YR2009,910042,24954622923,1179453,1044748,88.579,79.901,77.323,78.461,0.044014258,2300,6.093509175,null,39.72,85.36984062,null,null,null,null,6
Bahrain,BHR,2010,YR2010,939534,26036230938,1213645,1075702,88.634,79.966,77.737,78.748,0.048235065,2100,2.91977637,null,36.57,84.02505873,8.810700417,null,null,null,6
Bahrain,BHR,2011,YR2011,936359,26552663487,1212077,1075052,88.695,80.109,77.882,78.89,0.047155029,2100,-0.060443921,null,48.83,84.47399296,null,null,93038,7679,6
Bahrain,BHR,2012,YR2012,950784,27542575573,1224939,1087280,88.762,80.369,78.03,79.081,0.044216456,2300,1.131013216,null,67.61,85.28171713,null,2.645309925,95524,8117,6
Bahrain,BHR,2013,YR2013,980619,29034512771,1261673,1120807,88.835,80.646,78.126,79.246,0.039365571,2500,3.03697969,null,86.22,81.22347949,null,2.476890087,99702,8413,6
Bahrain,BHR,2014,YR2014,1011194,30297627559,1311134,1165795,88.915,80.813,78.2,79.328,0.036962216,2700,3.935429616,null,83.41,80.46480296,null,2.467459917,103806,8896,6
Bahrain,BHR,2015,YR2015,1046911,31050638298,1362142,1212293,88.999,80.84,78.342,79.405,0.038372484,2600,3.911034989,31.98173354,98.7,null,null,2.674540043,108154,9219,6
Bahrain,BHR,2016,YR2016,1085892,32155459790,1409661,1255867,89.09,81.033,78.462,79.557,0.036738212,2700,3.531256311,null,117.89,null,12.33069038,3.25597024,112179,9303,6
Bahrain,BHR,2017,YR2017,1125298,33535234421,1456834,1299292,89.186,81.116,78.612,79.689,0.037510879,2700,3.399333001,null,137.69,null,12.16221046,2.324520111,113470,9332,6
Bahrain,BHR,2018,YR2018,1149269,34243206974,1487340,1328001,89.287,81.195,78.816,79.857,0.028719079,3500,2.185530334,null,138.95,null,18.25991058,2.808009863,113878,9551,6
Bahrain,BHR,2019,YR2019,1150279,34985245170,1494188,1335714,89.394,81.319,78.98,80.019,0.030307729,3300,0.579117628,null,129.86,null,null,2.384604454,115819,9460,6
Bahrain,BHR,2020,YR2020,1130322,33360307403,1477469,1322423,89.506,80.433,78.165,79.174,0.033223613,3000,-1.000032035,null,121.21,null,21.72740936,2.552374601,null,9112,6
Bahrain,BHR,2021,YR2021,1114044,34250930437,1463265,1311407,89.622,80.018,77.757,78.76,null,null,-0.836505335,null,128.36,null,null,2.220525265,null,null,6
Bahrain,BHR,2022,YR2022,1119746,35915819622,1472233,1321226,89.743,null,null,null,null,null,0.745948678,null,null,null,null,1.987460494,115023,8683,6
Bangladesh,BGD,1960,YR1960,27580799,22247400352,50396429,2587857,5.135,44.314,45.121,44.74,null,null,null,null,null,null,null,null,null,null,null
Bangladesh,BGD,1961,YR1961,28283605,23595183645,51882769,2738373,5.278,45.192,46.083,45.662,null,null,5.653382832,null,25.4,null,null,null,null,null,null
Bangladesh,BGD,1962,YR1962,29006832,24881836317,53461661,2939322,5.498,46.122,47.226,46.701,null,null,7.08149941,null,24.31,null,null,null,null,null,null
Bangladesh,BGD,1963,YR1963,29713769,24768401446,55094115,3155240,5.727,45.745,47.5,46.655,null,null,7.088562032,null,27.54,null,null,null,null,null,null
Bangladesh,BGD,1964,YR1964,30404573,27481232082,56774465,3386029,5.964,46.901,48.52,47.741,null,null,7.059328552,null,27.73,null,null,null,null,null,null
Bangladesh,BGD,1965,YR1965,31136766,27922651634,58500159,3633445,6.211,45.79,47.858,46.858,null,null,7.052338569,null,27.92,null,null,null,null,null,null
Bangladesh,BGD,1966,YR1966,31915005,28639373607,60265259,3897354,6.467,47.638,49.453,48.577,null,null,7.01166273,null,26.82,null,null,null,null,null,null
Bangladesh,BGD,1967,YR1967,32732195,28102137931,62104488,4181495,6.733,47.958,49.707,48.865,null,null,7.037097676,null,30.32,null,null,null,null,null,null
Bangladesh,BGD,1968,YR1968,33582627,30768877387,63995652,4485455,7.009,48.131,49.982,49.09,null,null,7.017110154,null,31.06,null,null,null,null,null,null
Bangladesh,BGD,1969,YR1969,34411530,31144521660,65866908,4805650,7.296,48.21,50.066,49.172,null,null,6.895236939,null,32.34,null,null,null,null,null,null
Bangladesh,BGD,1970,YR1970,35166177,32894797775,67541860,5128453,7.593,40.665,44.485,42.587,null,null,6.501174522,null,30.86,null,null,null,5283787,113673,5
Bangladesh,BGD,1971,YR1971,35460980,31092332914,68376204,5402404,7.901,32.225,22.302,25.996,null,null,5.203998544,null,28.75,27.77777778,null,null,5040003,117275,5
Bangladesh,BGD,1972,YR1972,35793839,26747574665,69346705,5700993,8.221,48.541,50.594,49.591,null,null,5.37963305,null,28.3,27.77777778,null,null,6416954,136508,5
Bangladesh,BGD,1973,YR1973,36608767,27637113460,71144818,6085016,8.553,48.813,50.793,49.828,null,null,6.518898566,null,31.2,34.01759531,null,null,7793907,155742,5
Bangladesh,BGD,1974,YR1974,37466310,30288053305,72947807,6590105,9.034,48.084,50.184,49.16,null,null,7.973992577,null,30.32,28.02056555,null,null,7747559,150267,5
Bangladesh,BGD,1975,YR1975,38384750,29049812842,74700345,7347526,9.836,49.284,51.245,50.292,null,null,10.87943763,null,33.39,23.1292517,null,null,8349834,164717,5
Bangladesh,BGD,1976,YR1976,39321545,30694427675,76380080,8173432,10.701,49.357,51.894,50.647,null,null,10.65252362,null,32.02,22.86324786,null,null,8674004,172448,5
Bangladesh,BGD,1977,YR1977,40270986,31514906931,78137788,9087425,11.63,50.134,52.21,51.197,null,null,10.60026956,null,34.1,25.20833333,null,null,8227950,174384,5
Bangladesh,BGD,1978,YR1978,41248866,33744220309,80007550,10104153,12.629,50.109,52.354,51.254,null,null,10.60549377,null,35.3,27.36030829,null,null,8219313,186144,5
Bangladesh,BGD,1979,YR1979,42210450,35364494467,81908151,11222236,13.701,50.3,52.586,51.464,null,null,10.49506398,null,35.08,27.36842105,null,1.130929947,8235237,187504,5
Bangladesh,BGD,1980,YR1980,43208765,35654179848,83929765,12464409,14.851,50.81,52.848,51.85,null,null,10.49801359,null,35.63,26.59574468,null,0.937600017,8240169,153859,5
Bangladesh,BGD,1981,YR1981,44318734,38233383143,86154836,13613326,15.801,51.083,53.215,52.169,null,null,8.817186284,null,35.39,26.2166405,null,1.071499944,8285807,149909,5
Bangladesh,BGD,1982,YR1982,45563067,39049408882,88555336,14356591,16.212,51.521,53.518,52.54,null,null,5.315997395,null,36.68,28.9244186,null,1.011639953,8400000,null,5
Bangladesh,BGD,1983,YR1983,46920954,40564934560,91045478,15141773,16.631,52.019,53.961,53.011,null,null,5.324820826,null,37.58,30.48211509,null,1.032670021,8808028,171349,5
Bangladesh,BGD,1984,YR1984,48343108,42513394124,93534239,15956941,17.06,52.707,54.331,53.54,null,null,5.243655883,null,37.91,33.17683881,null,1.223029971,8915442,189884,5
Bangladesh,BGD,1985,YR1985,49787346,43934197986,95959099,16789004,17.496,53.32,54.439,53.897,null,null,5.083024132,null,39.29,39.09090909,null,1.271180034,8920292,189900,5
Bangladesh,BGD,1986,YR1986,51237943,45767740142,98271746,17630934,17.941,53.64,55.152,54.415,null,null,4.893082458,null,39.67,40.61032864,null,1.343490005,9115554,190557,5
Bangladesh,BGD,1987,YR1987,52723265,47494283219,100490256,18485183,18.395,54.303,55.516,54.926,null,null,4.731451937,null,39.74,39.36170213,null,1.513640046,9206710,191507,5
Bangladesh,BGD,1988,YR1988,54260481,48641867093,102688833,19366087,18.859,54.406,55.62,55.027,null,null,4.655395133,null,40.38,43.23770492,null,null,11075476,191399,5
Bangladesh,BGD,1989,YR1989,55824497,50021633602,104893674,20275947,19.33,54.022,56.135,55.089,null,null,4.591186309,null,44.19,40.03813155,null,null,11285445,186872,5
Bangladesh,BGD,1990,YR1990,57447194,52833978980,107147651,21227021,19.811,54.757,57.211,55.989,null,null,4.583963889,6.765402898,44.64,38.96672504,null,1.519119978,11939949,189508,5
Bangladesh,BGD,1991,YR1991,59072788,54675363512,109242834,22129321,20.257,53.07,55.217,54.154,null,null,4.162852569,null,45.96,42.79069767,null,1.425660014,null,null,5
Bangladesh,BGD,1992,YR1992,60732893,57651171621,111272102,22933180,20.61,57.049,58.192,57.635,null,null,3.568129894,null,46.57,44.29301533,null,1.631770015,null,null,5
Bangladesh,BGD,1993,YR1993,62491456,60367442157,113418757,23779377,20.966,57.25,58.575,57.927,null,null,3.623392223,null,46.53,46.27702162,null,1.692620039,null,null,5
Bangladesh,BGD,1994,YR1994,64330045,62715811986,115614891,24658344,21.328,58.095,59.113,58.617,null,null,3.629664976,null,44.9,45.28582034,null,null,null,null,5
Bangladesh,BGD,1995,YR1995,66209208,65927663003,117793338,25552909,21.693,59.005,59.905,59.467,null,null,3.563582316,null,46.89,40.77669903,null,null,null,null,5
Bangladesh,BGD,1996,YR1996,68086718,68909517943,119876868,26449632,22.064,58.62,60.341,59.492,null,null,3.449107981,null,49.45,40.31193761,null,null,null,null,5
Bangladesh,BGD,1997,YR1997,70033213,72003483975,122039226,27383162,22.438,61.315,61.526,61.427,null,null,3.468605378,null,50.08,38.26040555,null,1.952469945,null,null,5
Bangladesh,BGD,1998,YR1998,72044989,75731123690,124350471,28374290,22.818,63.947,63.877,63.917,null,null,3.555515451,null,51.98,41.17026885,null,null,null,null,5
Bangladesh,BGD,1999,YR1999,74085380,79267885586,126754824,29409654,23.202,66.022,66.394,66.228,null,null,3.583953433,null,58.82,44.73817997,null,2.132819891,null,null,5
Bangladesh,BGD,2000,YR2000,76134099,83463768388,129193327,30476706,23.59,66.109,65.472,65.779,1.636421254,61,3.563966632,6.517182758,62.64,43.02769819,null,2.125080109,null,null,5
Bangladesh,BGD,2001,YR2001,78139758,87701464097,131670484,31727320,24.096,66.66,65.665,66.135,1.622309156,62,4.021548526,null,61.36,43.15619968,null,2.171930075,null,null,5
Bangladesh,BGD,2002,YR2002,80071880,91063169913,134139826,33207655,24.756,67.627,65.74,66.612,1.539716825,65,4.560228226,null,63.17,43.40617935,null,2.017149925,null,null,5
Bangladesh,BGD,2003,YR2003,81921372,95379170227,136503206,34711400,25.429,68.218,65.648,66.824,1.504055774,66,4.428774162,null,64.86,41.70564951,null,2.069390059,null,null,5
Bangladesh,BGD,2004,YR2004,83745577,1.00377E+11,138789725,36243549,26.114,68.534,66.038,67.187,1.259992852,79,4.319324359,null,63.83,45.87958291,null,1.940140009,null,null,5
Bangladesh,BGD,2005,YR2005,85497651,1.06937E+11,140912590,37777256,26.809,68.817,66.005,67.299,1.274615675,78,4.144582157,null,71.77,46.228482,null,null,16219478,344806,5
Bangladesh,BGD,2006,YR2006,86933413,1.14072E+11,142628831,39247175,27.517,68.793,65.911,67.241,1.075649582,93,3.81722387,null,74.12,48.33759591,null,2.131289959,16396870,344914,5
Bangladesh,BGD,2007,YR2007,88216600,1.22124E+11,144135934,40699664,28.237,68.213,65.417,66.714,1.148018473,87,3.634036977,null,78.4,48.47184987,null,2.202219963,16312907,364494,5
Bangladesh,BGD,2008,YR2008,89351100,1.29468E+11,145421318,42125647,28.968,68.731,65.597,67.051,1.122127815,89,3.443691072,null,84.55,48.37288965,null,2.05456996,16001605,365925,5
Bangladesh,BGD,2009,YR2009,90580787,1.36E+11,146706810,43585126,29.709,68.863,66.111,67.403,0.916116333,110,3.405919776,null,85.07,48.60322507,null,1.939419985,16539389,361450,5
Bangladesh,BGD,2010,YR2010,92256484,1.43577E+11,148391139,45202909,30.462,70.312,67.165,68.638,0.818774584,120,3.644549781,null,90.16,48.64593781,null,null,16987106,395281,5
Bangladesh,BGD,2011,YR2011,94116706,1.52859E+11,150211005,46903386,31.225,70.467,67.339,68.809,0.820321966,120,3.692842583,null,93.31,47.44744745,8.382499695,2.132699966,null,458389,5
Bangladesh,BGD,2012,YR2012,96129495,1.62828E+11,152090649,48658361,31.993,71.831,67.605,69.554,0.565712877,180,3.673378508,null,94.1,49.26701571,8.589389801,2.046670675,null,null,5
Bangladesh,BGD,2013,YR2013,98276729,1.72619E+11,154030139,50463354,32.762,72.54,67.108,69.565,0.523336125,190,3.64237554,null,96.33,52.11409396,7.838220119,1.966160059,null,null,5
Bangladesh,BGD,2014,YR2014,100454049,1.83082E+11,155961299,52301622,33.535,72.42,67.876,69.986,0.523940494,190,3.577997448,null,98.72,52.80231251,7.971079826,2.098716736,null,null,5
