Country Name,Country Code,Time,Time Code,"Population ages 15-64, total [SP.POP.1564.TO]",GDP (constant 2015 US$) [NY.GDP.MKTP.KD],"Population, total [SP.POP.TOTL]",Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],"Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Lifetime risk of maternal death (%) [SH.MMR.RISK.ZS],Lifetime risk of maternal death (1 in: rate varies by country) [SH.MMR.RISK],Urban population growth (annual %) [SP.URB.GROW],Urban population living in areas where elevation is below 5 meters (% of total population) [EN.POP.EL5M.UR.ZS],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],"CO2 emissions from electricity and heat production, total (% of total fuel combustion) [EN.CO2.ETOT.ZS]","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative) [SE.TER.CUAT.BA.MA.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Primary education, pupils [SE.PRM.ENRL]","Primary education, teachers [SE.PRM.TCHR]","Primary education, duration (years) [SE.PRM.DURS]"
Antigua and Barbuda,ATG,1992,YR1992,40082,767609561.5,64659,22686,35.085,75.941,70.808,73.417,null,null,0.521502044,null,135.61,null,null,null,9298,null,7
Antigua and Barbuda,ATG,1993,YR1993,41133,808138415.3,65834,22850,34.709,75.835,71.028,73.482,null,null,0.72031232,null,138.71,null,null,null,null,null,7
Antigua and Barbuda,ATG,1994,YR1994,42175,862095450.3,67072,23029,34.334,76.063,71.029,73.591,null,null,0.780317393,null,139.15,null,null,null,null,null,7
Antigua and Barbuda,ATG,1995,YR1995,43250,824511645.8,68398,23229,33.961,76.222,70.971,73.636,null,null,0.864720681,null,135.79,null,null,null,10727,null,7
Antigua and Barbuda,ATG,1996,YR1996,44344,878966185.3,69798,23445,33.59,76.542,71.047,73.829,null,null,0.925575447,null,135.27,null,null,null,null,null,7
Antigua and Barbuda,ATG,1997,YR1997,45465,927059773.7,71218,23659,33.221,76.768,71.087,73.96,null,null,0.908633969,null,135.84,null,null,null,null,null,7
Antigua and Barbuda,ATG,1998,YR1998,46598,970920131.2,72572,23844,32.855,76.964,71.058,74.041,null,null,0.778902113,null,134.62,null,null,null,null,null,7
Antigua and Barbuda,ATG,1999,YR1999,47701,1006918140,73821,23984,32.49,77.237,71.368,74.347,null,null,0.5854328,null,139.88,null,null,2.753969908,null,null,7
Antigua and Barbuda,ATG,2000,YR2000,48744,1069381615,75055,24113,32.127,77.62,71.503,74.606,0.123975115,810,0.536417279,3.569562201,140.71,null,null,null,13025,695,7
Antigua and Barbuda,ATG,2001,YR2001,49724,1020746102,76215,24191,31.74,78.136,71.912,75.078,0.114082157,880,0.322954901,null,143.8,null,null,null,null,null,7
Antigua and Barbuda,ATG,2002,YR2002,50669,1031233675,77195,24006,31.098,78.433,72.48,75.536,0.085683,1200,-0.767686406,null,144.38,null,null,3.395250082,null,null,7
Antigua and Barbuda,ATG,2003,YR2003,51588,1093897040,78075,23785,30.464,78.01,72.742,75.478,0.091474156,1100,-0.924866922,null,150.32,null,null,null,null,null,7
Antigua and Barbuda,ATG,2004,YR2004,52527,1156982396,78941,23554,29.837,77.964,73.153,75.672,0.089949738,1100,-0.975947246,null,153,null,null,null,null,null,7
Antigua and Barbuda,ATG,2005,YR2005,53566,1231883484,79869,23336,29.218,78.369,73.07,75.825,0.058856365,1700,-0.929842485,null,135.97,null,null,null,null,null,7
Antigua and Barbuda,ATG,2006,YR2006,54658,1388433067,80895,23141,28.606,78.349,72.972,75.765,0.060366592,1700,-0.839129652,null,140.67,null,null,null,null,null,7
Antigua and Barbuda,ATG,2007,YR2007,55782,1517770927,82016,22966,28.002,78.769,73.277,76.131,0.058382665,1700,-0.759107469,null,143.11,null,null,null,11569,538,7
Antigua and Barbuda,ATG,2008,YR2008,56946,1517553269,83251,22815,27.405,79.088,73.509,76.41,0.081687955,1200,-0.659664697,null,145.98,null,null,null,11562,675,7
Antigua and Barbuda,ATG,2009,YR2009,58105,1336012966,84534,22670,26.818,79.305,73.796,76.669,0.076552732,1300,-0.637574986,null,141.4,null,null,2.508889914,11276,695,7
Antigua and Barbuda,ATG,2010,YR2010,59233,1231261603,85695,22485,26.238,79.434,73.959,76.82,0.053367958,1900,-0.81940443,null,102.49,null,null,null,11254,747,7
Antigua and Barbuda,ATG,2011,YR2011,60310,1207145958,86729,22292,25.703,79.706,74.244,77.104,0.054196869,1800,-0.862055052,null,104.99,null,null,null,10855,748,7
Antigua and Barbuda,ATG,2012,YR2012,61317,1247861376,87674,22380,25.526,79.961,74.476,77.35,0.052416916,1900,0.393983318,null,99.69,null,null,2.356193304,10453,755,7
Antigua and Barbuda,ATG,2013,YR2013,62205,1240363272,88497,22434,25.35,80.23,74.671,77.583,0.049992937,2000,0.240996234,null,101.46,null,null,2.647289991,10191,null,7
Antigua and Barbuda,ATG,2014,YR2014,62954,1287444083,89236,22465,25.175,80.535,74.908,77.858,0.031530146,3200,0.13808773,null,100.66,null,null,2.553863287,10172,714,7
Antigua and Barbuda,ATG,2015,YR2015,63659,1336692593,89941,22485,25,80.389,75.148,77.913,0.047160082,2100,0.08898777,3.976561478,100.31,null,null,2.655928612,10077,703,7
Antigua and Barbuda,ATG,2016,YR2016,64268,1410163356,90564,22502,24.846,80.645,75.366,78.152,0.029521364,3400,0.075577393,null,99.03,null,null,2.909459352,9771,null,7
Antigua and Barbuda,ATG,2017,YR2017,64742,1454507892,91119,22518,24.713,80.721,75.52,78.268,0.029342752,3400,0.071079523,null,93.31,null,null,2.876909018,9946,825,7
Antigua and Barbuda,ATG,2018,YR2018,65183,1553760052,91626,22539,24.599,81,75.724,78.511,0.026219772,3800,0.093215267,null,87.56,null,null,3.239021063,10123,816,7
Antigua and Barbuda,ATG,2019,YR2019,65573,1621256318,92117,22574,24.506,81.171,75.909,78.691,0.026288465,3800,0.155165948,null,86.62,null,null,3.457345009,9943,null,7
Antigua and Barbuda,ATG,2020,YR2020,65896,1337501038,92664,22641,24.433,81.316,76.061,78.841,0.036922642,2700,0.296362044,null,86.45,null,null,null,null,null,7
Antigua and Barbuda,ATG,2021,YR2021,66173,1425172891,93219,22727,24.38,80.941,75.775,78.497,null,null,0.379122302,null,84.87,null,null,3.880490303,null,null,7
Antigua and Barbuda,ATG,2022,YR2022,66416,1545724465,93763,22828,24.346,null,null,null,null,null,0.443420768,null,null,null,null,3.5633533,null,null,7
Argentina,ARG,1960,YR1960,12965535,1.50798E+11,20349744,14979650,73.611,67.617,60.916,63.978,null,null,null,null,null,null,null,null,null,null,null
Argentina,ARG,1961,YR1961,13176121,1.58983E+11,20680653,15348560,74.217,68.031,61.24,64.36,null,null,2.432904523,null,31.41,null,null,null,null,null,null
Argentina,ARG,1962,YR1962,13394503,1.57628E+11,21020359,15716292,74.767,68.031,61.035,64.244,null,null,2.367622276,null,33.2,null,null,null,null,null,null
Argentina,ARG,1963,YR1963,13615471,1.49261E+11,21364017,16089028,75.309,68.285,61.178,64.449,null,null,2.343966767,null,36.2,null,null,null,null,null,null
Argentina,ARG,1964,YR1964,13835405,1.64382E+11,21708487,16464585,75.844,68.261,61.037,64.363,null,null,2.307416154,null,33.65,null,null,null,null,null,null
Argentina,ARG,1965,YR1965,14055783,1.81756E+11,22053661,16842160,76.369,68.493,61.235,64.593,null,null,2.267355609,null,31.93,null,null,null,null,null,null
Argentina,ARG,1966,YR1966,14280490,1.80557E+11,22403116,17225308,76.888,68.761,61.525,64.891,null,null,2.24944311,null,35.54,null,null,null,null,null,null
Argentina,ARG,1967,YR1967,14508168,1.8632E+11,22757014,17613474,77.398,68.99,61.524,64.992,null,null,2.22844796,null,38.95,null,null,null,null,null,null
Argentina,ARG,1968,YR1968,14737169,1.95305E+11,23112971,18005236,77.901,69.035,61.317,64.89,null,null,2.199842716,null,36.94,null,null,null,null,null,null
Argentina,ARG,1969,YR1969,14965958,2.1421E+11,23472028,18400662,78.394,69.047,61.243,64.859,null,null,2.172403774,null,39.81,null,null,null,null,null,null
Argentina,ARG,1970,YR1970,15195871,2.20734E+11,23842803,18807203,78.88,69.705,61.971,65.589,null,null,2.185329253,null,38.87,null,null,1.458089948,3385790,175929,7
Argentina,ARG,1971,YR1971,15423441,2.33224E+11,24223379,19214226,79.321,69.493,62.028,65.541,null,null,2.141100742,null,36.31,35.47096618,null,null,3443669,181230,7
Argentina,ARG,1972,YR1972,15650035,2.37021E+11,24612794,19626980,79.743,69.91,62.361,65.923,null,null,2.125420812,null,36.18,37.04812066,null,1.936200023,3464437,184508,7
Argentina,ARG,1973,YR1973,15876561,2.43686E+11,25020588,20056003,80.158,70.35,62.708,66.323,null,null,2.162336014,null,37.68,35.2725607,null,1.780519962,3485495,183796,7
Argentina,ARG,1974,YR1974,16099628,2.57171E+11,25449754,20504103,80.567,70.747,62.803,66.563,null,null,2.209650202,null,39.84,32.92487403,null,1.923519969,3544591,185566,7
Argentina,ARG,1975,YR1975,16308622,2.57098E+11,25875558,20951181,80.969,71.269,63.291,67.081,null,null,2.157000464,null,40.73,33.18075117,null,1.843600035,3571180,195997,7
Argentina,ARG,1976,YR1976,16500499,2.51909E+11,26290257,21391331,81.366,71.489,63.367,67.228,null,null,2.07907294,null,45.04,33.191537,null,1.165639997,3600659,199256,7
Argentina,ARG,1977,YR1977,16690749,2.69377E+11,26713780,21839851,81.755,72.173,63.93,67.861,null,null,2.075058201,null,44.76,34.79569892,null,1.71984005,3680185,199384,7
Argentina,ARG,1978,YR1978,16883360,2.57238E+11,27146121,22297552,82.139,72.321,64.38,68.197,null,null,2.074056815,null,48.08,32.66543919,null,1.935549974,3726748,null,7
Argentina,ARG,1979,YR1979,17078449,2.83535E+11,27584134,22761324,82.516,72.548,64.708,68.491,null,null,2.058588314,null,48.5,33.19651103,null,2.400279999,3819440,206275,7
Argentina,ARG,1980,YR1980,17277739,2.87842E+11,28024803,23228918,82.887,72.549,64.826,68.564,null,null,2.03351882,null,44.56,32.08994431,null,2.607150078,3917449,193640,7
Argentina,ARG,1981,YR1981,17487215,2.72903E+11,28471285,23720282,83.313,73.089,65.125,68.976,null,null,2.093249476,null,48.17,31.24401405,null,null,4054374,200388,7
Argentina,ARG,1982,YR1982,17709171,2.70896E+11,28922762,24225416,83.759,73.039,65.083,68.937,null,null,2.107186721,null,49.06,30.48226644,null,1.597869992,4197372,206535,7
Argentina,ARG,1983,YR1983,17941558,2.82677E+11,29377137,24733787,84.194,73.21,65.518,69.267,null,null,2.076787368,null,47.74,31.13386824,null,1.617499948,null,null,7
Argentina,ARG,1984,YR1984,18182747,2.87117E+11,29832197,25244303,84.621,73.151,65.44,69.195,null,null,2.043030285,null,49.06,29.30127724,null,2.56972003,4430513,218520,7
Argentina,ARG,1985,YR1985,18433237,2.72219E+11,30287112,25755554,85.038,73.253,66.141,69.651,null,null,2.004978667,null,50.05,29.4017094,null,1.361860037,4589291,229715,7
Argentina,ARG,1986,YR1986,18697164,2.88969E+11,30748326,26272907,85.445,73.638,66.655,70.119,null,null,1.988796295,null,51.39,35.87350959,null,1.26154995,4778264,238818,7
Argentina,ARG,1987,YR1987,18974613,2.96785E+11,31216453,26797140,85.843,74.004,67.148,70.564,null,null,1.975690928,null,48.61,33.90685257,null,1.282299995,4906907,252259,7
Argentina,ARG,1988,YR1988,19265877,2.93551E+11,31690792,27327921,86.233,74.381,67.711,71.052,null,null,1.961376139,null,49.57,39.53270151,null,null,4998963,259579,7
Argentina,ARG,1989,YR1989,19568547,2.72541E+11,32165766,27859735,86.613,74.735,68.09,71.425,null,null,1.927352967,null,46.09,39.22055593,null,1.046120048,null,null,7
Argentina,ARG,1990,YR1990,19875164,2.65817E+11,32637657,28389540,86.984,74.963,68.552,71.784,null,null,1.8838311,0.583195346,51.18,34.51398672,null,1.067379951,4965396,null,7
Argentina,ARG,1991,YR1991,20181842,2.90095E+11,33105763,28910601,87.328,75.635,68.957,72.319,null,null,1.8187577,null,52.71,36.47384498,null,null,5043792,null,7
Argentina,ARG,1992,YR1992,20491031,3.1312E+11,33568285,29386348,87.542,75.719,69.095,72.43,null,null,1.632186829,null,52.94,35.38519283,null,null,null,null,7
Argentina,ARG,1993,YR1993,20804279,3.38818E+11,34027240,29859584,87.752,75.94,69.16,72.565,null,null,1.597564758,null,52.99,31.73686172,null,null,null,null,7
Argentina,ARG,1994,YR1994,21122391,3.58592E+11,34488696,30336257,87.96,76.049,70.18,73.172,null,null,1.583773749,null,55.69,28.25935596,null,null,5180713,295488,7
Argentina,ARG,1995,YR1995,21442645,3.48389E+11,34946110,30809888,88.164,76.243,69.95,73.133,null,null,1.54920796,null,59.02,29.14997016,null,null,null,null,7
Argentina,ARG,1996,YR1996,21761082,3.67644E+11,35389362,31272164,88.366,76.418,70.123,73.307,null,null,1.489269537,null,57.16,30.25156225,null,3.731980085,5250329,313764,7
Argentina,ARG,1997,YR1997,22075914,3.97464E+11,35815971,31720057,88.564,76.464,69.705,73.09,null,null,1.422082095,null,62,28.65443425,null,null,5153256,309162,7
Argentina,ARG,1998,YR1998,22388268,4.12767E+11,36233195,32160222,88.759,76.758,70.149,73.474,null,null,1.378115353,null,66.78,29.14450355,null,4.039869785,4665761,234143,6
Argentina,ARG,1999,YR1999,22700886,3.98793E+11,36653031,32603604,88.952,76.989,70.407,73.722,null,null,1.369248714,null,68.47,31.87365398,null,4.521679878,4823808,221495,6
Argentina,ARG,2000,YR2000,23012751,3.95646E+11,37070774,33045629,89.142,77.223,70.583,73.926,0.197077492,510,1.346646898,0.772413486,69.09,32.2997416,null,4.580309868,4900956,244412,6
Argentina,ARG,2001,YR2001,23325364,3.78203E+11,37480493,33480950,89.329,77.59,70.749,74.186,0.198961837,500,1.308731698,null,69.3,30.26703928,null,4.833740234,4950674,274580,6
Argentina,ARG,2002,YR2002,23640531,3.36999E+11,37885028,33910889,89.51,78.075,70.752,74.408,0.195826731,510,1.275955188,null,68.92,30.09620919,null,4.017340183,4986758,283403,6
Argentina,ARG,2003,YR2003,23956353,3.6678E+11,38278164,34330154,89.686,77.276,70.83,74.08,0.216860191,460,1.228792108,null,71.55,30.83097623,null,3.535049915,4885664,null,6
Argentina,ARG,2004,YR2004,24273923,3.99899E+11,38668796,34747780,89.86,78.103,71.53,74.855,0.202415698,490,1.209159175,null,73.11,31.93885211,null,3.486520052,4923075,274232,6
Argentina,ARG,2005,YR2005,24597633,4.35297E+11,39070501,35175563,90.031,78.527,71.692,75.139,0.151582566,660,1.223592348,null,83.13,31.78745901,null,3.860009909,4872889,279349,6
Argentina,ARG,2006,YR2006,24926184,4.70326E+11,39476851,35608120,90.2,78.716,72.066,75.433,0.148619123,670,1.222209318,null,82.09,31.69932581,null,4.128210068,4928319,286782,6
Argentina,ARG,2007,YR2007,25253207,5.12691E+11,39876111,36034446,90.366,78.515,71.487,75.006,0.151276927,660,1.190161258,null,89.91,33.81651265,null,4.462600231,4951505,302654,6
Argentina,ARG,2008,YR2008,25581439,5.33492E+11,40273769,36459843,90.53,78.927,72.276,75.641,0.143873717,700,1.173614884,null,91.19,34.45230682,null,4.844409943,4975520,288776,6
Argentina,ARG,2009,YR2009,25914190,5.01917E+11,40684338,36897033,90.691,79.07,72.694,75.936,0.136866798,730,1.191967816,null,76.14,36.18759993,null,5.531050205,4961821,null,6
Argentina,ARG,2010,YR2010,26042007,5.52738E+11,40788453,37055902,90.849,78.838,72.516,75.721,0.133364804,750,0.429649599,null,88.16,35.88533272,null,5.019710064,4947105,258025,6
Argentina,ARG,2011,YR2011,26389676,5.85924E+11,41261490,37543830,90.99,79.322,72.841,76.124,0.121706897,820,1.308141316,null,92.8,36.89148913,null,5.290629864,4911776,258480,6
Argentina,ARG,2012,YR2012,26719164,5.7991E+11,41733271,38027774,91.121,79.953,72.939,76.467,0.109135555,920,1.280773703,null,86.48,38.49884153,null,5.345829964,4871157,266518,6
Argentina,ARG,2013,YR2013,27038106,5.93859E+11,42202935,38509756,91.249,79.927,73.011,76.491,0.105080925,950,1.25948243,null,94,37.4025112,null,5.436610222,4791544,269252,6
Argentina,ARG,2014,YR2014,27356930,5.78938E+11,42669500,38990109,91.377,80.004,73.424,76.755,0.101269701,990,1.239638679,null,95.09,38.03856348,null,5.361440182,4780105,272654,6
Argentina,ARG,2015,YR2015,27672739,5.94749E+11,43131966,39467043,91.503,80.188,73.294,76.76,0.095409435,1000,1.215797063,0.896204618,103.96,null,null,5.776110172,4784446,275833,6
Argentina,ARG,2016,YR2016,27986612,5.82377E+11,43590368,39940546,91.627,79.67,72.933,76.308,0.097620222,1000,1.192602919,null,100.95,null,null,5.545489788,4775782,277100,6
Argentina,ARG,2017,YR2017,28304390,5.98791E+11,44044811,40410674,91.749,80.085,73.526,76.833,0.09278312,1100,1.170195959,null,106.03,null,null,5.454319954,4753843,280094,6
Argentina,ARG,2018,YR2018,28630919,5.83118E+11,44494502,40877099,91.87,80.329,73.631,76.999,0.070615207,1400,1.147602159,null,97.49,null,null,4.877739906,4776452,287067,6
Argentina,ARG,2019,YR2019,28967430,5.71451E+11,44938712,41339571,91.991,80.681,73.857,77.284,0.067854897,1500,1.125019726,null,112.59,null,null,4.777599812,4800419,289504,6
Argentina,ARG,2020,YR2020,29320716,5.1463E+11,45376763,41796990,92.111,79.285,72.546,75.892,0.093145946,1100,1.100415053,null,109.35,null,null,5.279640198,4803554,288107,6
Argentina,ARG,2021,YR2021,29693851,5.68143E+11,45808747,42248949,92.229,78.647,72.182,75.39,null,null,1.075515039,null,108.23,null,null,4.647600174,4821380,289846,6
Argentina,ARG,2022,YR2022,30065743,5.97931E+11,46234830,42696478,92.347,null,null,null,null,null,1.053695664,null,null,null,null,null,null,292277,6
Armenia,ARM,1960,YR1960,1065003,null,1904148,976352,51.275,64.634,58.252,61.431,null,null,null,null,null,null,null,null,null,null,null
Armenia,ARM,1961,YR1961,1084104,null,1971530,1028094,52.147,65.074,58.551,61.803,null,null,5.163870439,null,null,null,null,null,null,null,null
Armenia,ARM,1962,YR1962,1110028,null,2039346,1081241,53.019,65.404,58.849,62.125,null,null,5.040285299,null,null,null,null,null,null,null,null
Armenia,ARM,1963,YR1963,1141666,null,2106142,1134979,53.889,65.278,59.128,62.223,null,null,4.850469303,null,null,null,null,null,null,null,null
Armenia,ARM,1964,YR1964,1176181,null,2171029,1188812,54.758,65.52,59.271,62.418,null,null,4.634034058,null,null,null,null,null,null,null,null
Armenia,ARM,1965,YR1965,1213050,null,2234051,1242624,55.622,65.908,59.548,62.754,null,null,4.427078366,null,null,null,null,null,null,null,null
Armenia,ARM,1966,YR1966,1252477,null,2295496,1296565,56.483,65.981,59.831,62.945,null,null,4.249318692,null,null,null,null,null,null,null,null
Armenia,ARM,1967,YR1967,1293679,null,2355997,1350952,57.341,66.296,60.047,63.213,null,null,4.109106939,null,null,null,null,null,null,null,null
Armenia,ARM,1968,YR1968,1336979,null,2416461,1406259,58.195,66.652,59.954,63.334,null,null,4.012345784,null,null,null,null,null,null,null,null
Armenia,ARM,1969,YR1969,1382568,null,2476359,1462092,59.042,67.011,60.228,63.656,null,null,3.893529989,null,null,null,null,null,null,null,null
Armenia,ARM,1970,YR1970,1429922,null,2534377,1517179,59.864,67.17,60.482,63.873,null,null,3.698440261,null,null,null,null,null,null,null,3
Armenia,ARM,1971,YR1971,1479701,null,2590923,1571576,60.657,67.559,60.754,64.208,null,null,3.522624807,null,null,null,null,null,null,null,3
Armenia,ARM,1972,YR1972,1533590,null,2648048,1627093,61.445,67.96,60.991,64.535,null,null,3.47160495,null,null,null,null,null,null,null,3
Armenia,ARM,1973,YR1973,1591875,null,2706852,1684339,62.225,68.004,61.075,64.611,null,null,3.457821495,null,null,null,null,null,null,null,3
Armenia,ARM,1974,YR1974,1654160,null,2767646,1743617,63,68.152,61.326,64.825,null,null,3.45884893,null,null,null,null,null,null,null,3
Armenia,ARM,1975,YR1975,1719660,null,2830798,1800699,63.611,68.157,61.565,64.962,null,null,3.221323158,null,null,null,null,null,null,null,3
Armenia,ARM,1976,YR1976,1785020,null,2896311,1859982,64.219,68.355,61.753,65.161,null,null,3.239188741,null,null,null,null,null,null,null,3
Armenia,ARM,1977,YR1977,1848668,null,2965523,1922282,64.821,68.718,61.79,65.364,null,null,3.294621169,null,null,null,null,null,null,null,3
Armenia,ARM,1978,YR1978,1911643,null,3038224,1987576,65.419,69.04,62.112,65.701,null,null,3.340278386,null,null,null,null,null,null,null,3
Armenia,ARM,1979,YR1979,1965237,null,3097058,2039072,65.839,69.403,62.405,66.041,null,null,2.557899659,null,null,null,null,null,null,null,3
Armenia,ARM,1980,YR1980,2003188,null,3135123,2070749,66.05,69.335,62.729,66.177,null,null,1.541557518,null,null,null,null,null,null,null,3
Armenia,ARM,1981,YR1981,2033269,null,3167876,2099003,66.259,69.838,63.034,66.579,null,null,1.355209251,null,null,null,null,null,null,null,3
Armenia,ARM,1982,YR1982,2060425,null,3202011,2128281,66.467,70.153,63.338,66.89,null,null,1.385214154,null,null,null,null,null,null,null,3
Armenia,ARM,1983,YR1983,2084784,null,3238291,2159131,66.675,70.564,63.544,67.195,null,null,1.43912143,null,null,null,null,null,null,null,3
Armenia,ARM,1984,YR1984,2106181,null,3272102,2188480,66.883,70.719,64.004,67.507,null,null,1.3501413,null,null,null,null,null,null,null,3
Armenia,ARM,1985,YR1985,2125242,null,3300896,2214571,67.09,70.874,64.692,67.93,null,null,1.185146635,null,null,null,null,null,null,null,3
Armenia,ARM,1986,YR1986,2142880,null,3327182,2239060,67.296,71.239,64.838,68.18,null,null,1.099742965,null,null,null,null,null,null,null,3
Armenia,ARM,1987,YR1987,2158898,null,3351364,2262204,67.501,70.913,65.015,68.095,null,null,1.028342437,null,null,null,null,null,null,null,3
Armenia,ARM,1988,YR1988,2168513,null,3366838,2279551,67.706,54.599,53.036,53.9,null,null,0.763893444,null,null,null,null,null,null,null,3
Armenia,ARM,1989,YR1989,2226061,null,3448186,2334077,67.69,71.877,65.293,68.703,null,null,2.363803015,null,null,null,null,null,null,null,3
Armenia,ARM,1990,YR1990,2295587,5839777099,3556539,2397854,67.421,71.989,65.447,68.821,null,null,2.695764679,0,null,30.74596774,null,null,null,null,3
Armenia,ARM,1991,YR1991,2323527,5156523267,3617631,2429239,67.15,72.122,65.008,68.643,null,null,1.30038689,null,null,37.71760155,null,null,221874,12556,3
Armenia,ARM,1992,YR1992,2275848,3001096400,3574555,2390591,66.878,72.404,64.747,68.627,null,null,-1.603742387,null,50.73,45.63380282,null,null,215226,null,3
Armenia,ARM,1993,YR1993,2177798,2736999953,3457349,2302802,66.606,72.69,64.885,68.841,null,null,-3.741397338,null,45.52,16.46341463,null,null,221154,null,3
Armenia,ARM,1994,YR1994,2110297,2884798026,3373713,2237851,66.332,72.948,65.08,69.073,null,null,-2.861061195,null,50.47,30.59701493,null,null,266076,12908,4
Armenia,ARM,1995,YR1995,2072659,3083849045,3322782,2194930,66.057,73.023,65.445,69.311,null,null,-1.936587501,null,50.05,41.2462908,null,null,252302,null,4
Armenia,ARM,1996,YR1996,2059711,3264729150,3298898,2170048,65.781,73.589,65.82,69.783,null,null,-1.140086823,null,51.81,64.16666667,null,1.848430037,252458,13283,4
Armenia,ARM,1997,YR1997,2047301,3373153407,3271418,2142910,65.504,73.293,66.322,69.91,null,null,-1.258456871,null,44.86,56.96202532,null,null,256624,16073,3
Armenia,ARM,1998,YR1998,2037893,3619393605,3240550,2113681,65.226,74.033,66.785,70.514,null,null,-1.373374112,null,48.71,54.57317073,null,null,255976,15999,3
Armenia,ARM,1999,YR1999,2032635,3738833594,3206030,2082220,64.947,73.767,66.554,70.257,null,null,-1.499634505,null,48.07,49.82935154,null,2.235189915,255943,15926,3
Armenia,ARM,2000,YR2000,2028347,3959424776,3168523,2048957,64.666,74.152,66.89,70.624,0.069294649,1400,-1.610374905,0,46.3,46.78362573,null,2.772730112,180306,null,3
Armenia,ARM,2001,YR2001,2023610,4339529555,3133133,2017268,64.385,74.587,67.073,70.932,0.06851176,1500,-1.558676244,null,48.43,44.50867052,21.37322044,2.469439983,176302,8666,3
Armenia,ARM,2002,YR2002,2020464,4912347456,3105037,1994552,64.236,74.707,67.124,71.018,0.066420073,1500,-1.132465702,null,49.72,31.61512027,null,2.135040045,155423,7640,3
Armenia,ARM,2003,YR2003,2020686,5600076100,3084102,1978050,64.137,75.375,67.306,71.436,0.058964407,1700,-0.830795278,null,53.7,26.91131498,null,2.145040035,143822,7635,3
Armenia,ARM,2004,YR2004,2023892,6188084090,3065745,1963242,64.038,75.116,67.494,71.421,0.057528909,1700,-0.751432255,null,62.67,22.25433526,null,2.486730099,134664,6646,3
Armenia,ARM,2005,YR2005,2030355,7048227779,3047246,1948348,63.938,75.781,67.596,71.792,0.052307523,1900,-0.761535436,null,72.74,23.00242131,null,2.712029934,125149,5904,3
Armenia,ARM,2006,YR2006,2039899,7978593845,3026486,1932078,63.839,76.011,67.743,71.987,0.055293586,1800,-0.838572638,null,75.6,21.68674699,null,2.715770006,121502,5720,3
Armenia,ARM,2007,YR2007,2052254,9071661202,3004393,1914970,63.739,76.322,68.08,72.327,0.049695492,2000,-0.889415093,null,82.25,22.5,null,3.018939972,127546,6606,3
Armenia,ARM,2008,YR2008,2064467,9697605825,2983421,1898649,63.64,76.572,67.995,72.398,0.046475988,2200,-0.855937609,null,84.47,19.73434535,null,3.172729969,121841,null,3
Armenia,ARM,2009,YR2009,2072039,8330243404,2964296,1883514,63.54,77.149,68.242,72.813,0.05790516,1700,-0.800339953,null,84.35,15.22248244,null,3.840790033,114528,null,3
Armenia,ARM,2010,YR2010,2073112,8513508759,2946293,1869128,63.44,77.437,68.597,73.16,0.05761121,1700,-0.766716914,null,73,15.55555556,null,3.249000072,101819,null,3
Armenia,ARM,2011,YR2011,2067618,8913643670,2928976,1855213,63.34,77.713,68.613,73.305,0.05457883,1800,-0.747249768,null,81.17,20.34261242,24.82390976,3.143850088,136716,null,4
Armenia,ARM,2012,YR2012,2057353,9555426015,2914421,1843080,63.24,77.483,69.037,73.454,0.050534488,2000,-0.656142903,null,88.2,26.28676471,null,2.772480011,138470,null,4
Armenia,ARM,2013,YR2013,2043485,9870755073,2901385,1832631,63.164,77.913,69.062,73.676,0.047209214,2100,-0.568544597,null,92.5,25.19083969,null,2.650180101,140638,null,4
Armenia,ARM,2014,YR2014,2026872,10226102256,2889930,1823893,63.112,78.498,69.236,74.058,0.057987854,1700,-0.477941161,null,97.4,29.69348659,null,2.247240067,142517,null,4
Armenia,ARM,2015,YR2015,2006933,10553337528,2878595,1815962,63.085,78.833,69.595,74.436,0.04361162,2300,-0.43578728,0,106.65,null,27.73487091,2.80591011,144549,null,4
Armenia,ARM,2016,YR2016,1983725,10574444203,2865835,1807826,63.082,79.203,69.673,74.664,0.041493748,2400,-0.449033645,null,95.95,null,24.77302933,2.75812006,148481,null,4
Armenia,ARM,2017,YR2017,1958831,11367527518,2851923,1799649,63.103,79.381,69.92,74.906,0.043464889,2300,-0.453337251,null,95.24,null,24.79891014,2.707590103,152134,null,4
Armenia,ARM,2018,YR2018,1933718,11958638949,2836557,1791257,63.149,79.601,69.992,75.064,0.043651728,2300,-0.467403785,null,83.48,null,null,2.255867958,153415,9950,4
Armenia,ARM,2019,YR2019,1908739,12867495509,2820602,1783156,63.219,79.856,70.403,75.439,0.043380711,2300,-0.453278,null,81.28,null,null,2.571912289,154409,7215,4
Armenia,ARM,2020,YR2020,1886737,11941035833,2805608,1776315,63.313,76.996,67.051,72.173,0.047228174,2100,-0.384383434,null,85.99,null,24.67288971,2.705559969,154905,8066,4
